"city","usage","value","max","share","lat","lon","district"
"Новоград-Волинський","Інженерні мережі",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Інженерні мережі",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Інженерні мережі",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Інженерні мережі",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Інженерні мережі",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Інженерні мережі",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Інженерні мережі",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Інженерні мережі",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Інженерні мережі",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Інженерні мережі",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Інженерні мережі",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Інженерні мережі",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Інженерні мережі",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Інженерні мережі",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Інженерні мережі",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Інженерні мережі",0,1,0,50.5884714,32.3875825,"no"
"Умань","Інженерні мережі",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Інженерні мережі",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Інженерні мережі",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Інженерні мережі",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Співпраця з міжнародними організаціями",1,1,100,48.922633,24.711117,"yes"
"Київ","Співпраця з міжнародними організаціями",1,1,100,50.4501,30.5234,"yes"
"Вінниця","Співпраця з міжнародними організаціями",1,1,100,49.233083,28.4682169,"yes"
"Львів","Співпраця з міжнародними організаціями",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Співпраця з міжнародними організаціями",0,1,0,49.7967977,30.1310853,"no"
"Одеса","Співпраця з міжнародними організаціями",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Співпраця з міжнародними організаціями",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Співпраця з міжнародними організаціями",1,1,100,46.7737707,36.8034779,"no"
"Серєродонецьк","Співпраця з міжнародними організаціями",1,1,100,48.9481767,38.4878774,"no"
"Суми","Співпраця з міжнародними організаціями",1,1,100,50.9077,34.7981,"yes"
"Володимир Волинський","Співпраця з міжнародними організаціями",0,1,0,50.8481952,24.3256569,"no"
"Рівне","Співпраця з міжнародними організаціями",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Співпраця з міжнародними організаціями",1,1,100,45.3501944,28.8501919,"no"
"Запоріжжя","Співпраця з міжнародними організаціями",1,1,100,47.8388,35.139567,"yes"
"Кам'янське","Співпраця з міжнародними організаціями",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Співпраця з міжнародними організаціями",1,1,100,49.3580116,23.5123193,"no"
"Коростень","Співпраця з міжнародними організаціями",1,1,100,50.9532135,28.6457544,"no"
"Тернопіль","Співпраця з міжнародними організаціями",0,1,0,49.553517,25.594767,"yes"
"Краматорськ","Співпраця з міжнародними організаціями",1,1,100,48.738967,37.58435,"no"
"Коломия","Співпраця з міжнародними організаціями",0,1,0,48.5304917,25.0412055,"no"
"Житомир","Співпраця з міжнародними організаціями",0,1,0,50.25465,28.6586669,"yes"
"Калуш","Співпраця з міжнародними організаціями",1,1,100,49.0414259,24.3950384,"no"
"Луцьк","Співпраця з міжнародними організаціями",1,1,100,50.747233,25.325383,"yes"
"Нікополь","Співпраця з міжнародними організаціями",1,1,100,47.56746,34.394815,"no"
"Ужгород","Співпраця з міжнародними організаціями",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Співпраця з міжнародними організаціями",1,1,100,48.5986674,37.9980367,"no"
"Дніпро","Співпраця з міжнародними організаціями",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Співпраця з міжнародними організаціями",1,1,100,47.5015067,34.6341859,"no"
"Кропивницький","Співпраця з міжнародними організаціями",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Співпраця з міжнародними організаціями",0,1,0,51.4982,31.2893499,"yes"
"Ромни","Співпраця з міжнародними організаціями",1,1,100,50.7415087,33.4809526,"no"
"Бориспіль","Співпраця з міжнародними організаціями",0,1,0,50.3482,30.95615,"no"
"Миргород","Співпраця з міжнародними організаціями",1,1,100,49.9627279,33.6053332,"no"
"Маріуполь","Співпраця з міжнародними організаціями",1,1,100,47.097133,37.543367,"no"
"Первомайськ","Співпраця з міжнародними організаціями",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Співпраця з міжнародними організаціями",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Співпраця з міжнародними організаціями",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Співпраця з міжнародними організаціями",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Співпраця з міжнародними організаціями",1,1,100,51.0377956,31.8880994,"no"
"Лубни","Співпраця з міжнародними організаціями",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Співпраця з міжнародними організаціями",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Співпраця з міжнародними організаціями",1,1,100,49.422983,26.9871331,"yes"
"Бровари","Співпраця з міжнародними організаціями",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Співпраця з міжнародними організаціями",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Співпраця з міжнародними організаціями",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Співпраця з міжнародними організаціями",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Співпраця з міжнародними організаціями",1,1,100,48.8532,37.6053001,"no"
"Білгород Дністровський","Співпраця з міжнародними організаціями",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Співпраця з міжнародними організаціями",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Співпраця з міжнародними організаціями",1,1,100,46.8550216,35.3586996,"no"
"Шепетівка","Співпраця з міжнародними організаціями",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Співпраця з міжнародними організаціями",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Співпраця з міжнародними організаціями",0,1,0,46.635417,32.616867,"yes"
"Лиман","Співпраця з міжнародними організаціями",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Співпраця з міжнародними організаціями",0,1,0,48.8902362,36.308001,"no"
"Каховка","Співпраця з міжнародними організаціями",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Співпраця з міжнародними організаціями",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Співпраця з міжнародними організаціями",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Співпраця з міжнародними організаціями",0,1,0,47.8227621,31.1840826,"no"
"Покров","Співпраця з міжнародними організаціями",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Співпраця з міжнародними організаціями",1,1,100,49.0161213,38.3751403,"no"
"Фастів","Співпраця з міжнародними організаціями",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Співпраця з міжнародними організаціями",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Співпраця з міжнародними організаціями",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Співпраця з міжнародними організаціями",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Співпраця з міжнародними організаціями",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Співпраця з міжнародними організаціями",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Співпраця з міжнародними організаціями",0,1,0,50.51875,30.239783,"no"
"Червоноград","Співпраця з міжнародними організаціями",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Співпраця з міжнародними організаціями",0,1,0,46.2952236,30.6480855,"no"
"Харків","Співпраця з міжнародними організаціями",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Співпраця з міжнародними організаціями",0,1,0,49.9106591,28.5900313,"no"
"Славута","Співпраця з міжнародними організаціями",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Співпраця з міжнародними організаціями",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Співпраця з міжнародними організаціями",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Співпраця з міжнародними організаціями",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Співпраця з міжнародними організаціями",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Співпраця з міжнародними організаціями",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Співпраця з міжнародними організаціями",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Співпраця з міжнародними організаціями",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Співпраця з міжнародними організаціями",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Співпраця з міжнародними організаціями",1,1,100,51.2409432,33.2050521,"no"
"Павлоград","Співпраця з міжнародними організаціями",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Співпраця з міжнародними організаціями",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Співпраця з міжнародними організаціями",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Співпраця з міжнародними організаціями",0,1,0,51.3436553,25.8490867,"no"
